,word,count
8955,अरविन्दयोनि,3
8956,अरविन्दसद,3
8957,अरविन्दसद्,3
8958,अलूला,7
8959,अवगणित,1
8960,अवजित,1
8961,अवज्ञात,1
8962,अंशु,4
8963,अष्टकर्ण,3
8964,अस्मरण,4
8965,आक्रांत,1
8966,आक्रान्त,1
8967,आख्यात,5
8968,इंद्रियायतन,3
8969,इन्द्रियायतन,3
8970,इशरत,4
8971,इष्य,2
8972,ईष्म,2
8973,उत्स,1
8974,उदारीकरण,4
8975,उमंग,4
8976,उमाह,4
8977,ऋतुराज,2
8978,एनर्जी,2
8979,एयरलाइन,6
8980,एयरवेज,6
8981,एयरवेज़,6
8982,कटु,3
8983,कटुक,3
8984,कड़वा,3
8985,कड़ुआ,3
8986,कड़ुवा,3
8987,कड़ू,2
8988,कलरव,2
8989,कलेवर,3
8990,कल्लोल,6
8991,कामसखा,2
8992,काया,3
8993,किरण,4
8994,किरन,4
8995,कुलाचार,1
8996,कुसुमाकर,2
8997,कूच,3
8998,कूजन,2
8999,ख्यात,5
9000,गमन,3
9001,गात,3
9002,गाम,9
9003,गाँव,10
9004,गांव,9
9005,गाहना,1
9006,गिरापति,3
9007,गुंजन,2
9008,गुञ्जन,2
9009,गुलछर्रा,3
9010,गोत,1
9011,गोत्र,1
9012,ग्राम,11
9013,चतुरानन,3
9014,चरना,1
9015,चहक,2
9016,चहकती,1
9017,चहचहा,2
9018,चहचहाहट,2
9019,चुहड़ा,4
9020,चूहड़ा,4
9021,चोला,3
9022,जगद्धाता,3
9023,जमादार,4
9024,जलप्रपात,1
9025,जलापात,1
9026,जहनी,3
9027,ज़हनी,3
9028,जाना,4
9029,जिस्म,3
9030,जिहनी,3
9031,ज़िहनी,3
9032,जेर,1
9033,जेहनी,3
9034,ज़ेहनी,3
9035,झर,6
9036,झरना,1
9037,झरी,1
9038,तन,3
9039,तरंग,4
9040,तरुण,2
9041,तिक्त,3
9042,त्विषि,4
9043,दिग्गज,4
9044,दिमाग़ी,3
9045,दिहात,10
9046,दुबारा,3
9047,दुहिन,3
9048,देह,3
9049,देहात,9
9050,दोबारा,3
9051,द्युत्,4
9052,नाना,6
9053,नामदार,5
9054,नामवर,5
9055,नामी,8
9056,निपजी,3
9057,निर्झर,1
9058,निश्चेष्ट,2
9059,निष्क्रिय,2
9060,नीझर,1
9061,पंकजासन,3
9062,परमेष्ठ,3
9063,पराजित,1
9064,परास्त,1
9065,परिस्थिति,5
9066,पस्त,1
9067,पिकप्रिय,2
9068,पिकानंद,2
9069,पिकानन्द,2
9070,पिंड,3
9071,पिण्ड,3
9072,पितामह,3
9073,पुष्पसमय,2
9074,पूर्वकाल,3
9075,पैदावार,3
9076,प्रख्यात,5
9077,प्रजापति,6
9078,प्रपात,1
9079,प्रफुल्लता,2
9080,प्रवर,1
9081,प्रसिति,7
9082,प्रसिद्ध,5
9083,प्रस्थान,3
9084,प्रस्मृति,4
9085,फसल,3
9086,फ़सल,3
9087,फिर,3
9088,बदन,3
9089,बलांगक,2
9090,बसंत,2
9091,बहारें,2
9092,बालकपन,4
9093,बालपन,4
9094,बालावस्था,4
9095,बाल्यकाल,4
9096,बाल्यावस्था,4
9097,बॉडी,3
9098,बौद्धिक,2
9099,ब्रह्मदेव,3
9100,ब्रह्मा,3
9101,भंगी,4
9102,भटकना,1
9103,भटकी,1
9104,भड़क,1
9105,भरमना,1
9106,भुलाना,1
9107,भूतकाल,3
9108,भूमंडलीय,2
9109,भोगविलास,3
9110,मंजुप्राण,3
9111,मयूख,4
9112,मरिचिका,4
9113,मशहूर,5
9114,मानसिक,3
9115,माहौल,5
9116,मुटियार,5
9117,मेहतर,4
9118,मौज,4
9119,मौजमस्ती,4
9120,यात्रा,5
9121,युवा,2
9122,युवाओं,2
9123,रंगरली,3
9124,रंगरेली,3
9125,रवानगी,3
9126,रश्मि,4
9127,रिज़ॉर्ट,3
9128,रीज़ॉर्ट,3
9129,रीसॉर्ट,3
9130,रोगनिदान,2
9131,रोगनिर्णय,2
9132,रोगभू,3
9133,रोचि,5
9134,रौनक,3
9135,रौनक़,3
9136,लड़कपन,4
9137,लहर,4
9138,वचस्य,5
9139,वपु,3
9140,वयोधा,3
9141,वर्ष्म,3
9142,वर्ष्मा,3
9143,वलवला,4
9144,वसंत,2
9145,वसन्त,2
9146,वसुनीत,3
9147,वातावरण,8
9148,वापस,3
9149,वायुमंडल,4
9150,वायुमण्डल,4
9151,विकास,9
9152,विख्यात,5
9153,विभा,4
9154,विरिंचन,3
9155,विविध,6
9156,विश्वग,3
9157,विसर्जन,5
9158,विस्मरण,4
9159,विस्मृति,4
9160,वेदी,3
9161,वेदीश,3
9162,वेदेश्वर,3
9163,वेर,3
9164,शतधृति,4
9165,शतपत्रयोनि,3
9166,शरीर,3
9167,शस्य,3
9168,शिपि,4
9169,शिशिरांत,2
9170,शिशिरान्त,2
9171,श्रुतिमाल,3
9172,सलिलयोनि,3
9173,सिन,3
9174,सुसुप्त,2
9175,सुहावनापन,2
9176,सैरगाह,3
9177,स्रोतों,1
9178,हंसवाहन,3
9179,हंसारूढ़,3
9180,हिलकोर,4
9181,हिलकोरा,4
9182,हिलोर,4
9183,हिलोरा,4
9184,हिल्लोल,4
9185,ह्रद,6
9186,अमधुर,2
9187,असक्रिय,2
9188,आवर्जित,1
9189,ऊर्जा,2
9190,औपचारिक,4
9191,कूज,2
9192,दिमागी,3
9193,देहातों,3
9194,नामीगिरामी,5
9195,निदान,2
9196,परिवेश,5
9197,पुनः,3
9198,बचपन,4
9199,भक्षण,1
9200,मेहत्तर,4
9201,युवक,2
9202,लिबरलाइजेशन,4
9203,वैश्विक,2
9204,समर्पित,1
9205,अचतुर,4
9206,अचेत,4
9207,अंतर्गत,7
9208,अंतर्भावित,7
9209,अंतर्भूत,7
9210,अतुष्ट,1
9211,अतृप्त,1
9212,अथाई,4
9213,अनकना,1
9214,अनच्छ,1
9215,अनमन,1
9216,अनमना,1
9217,अनवधि,8
9218,अनसमझ,4
9219,अनिर्मल,1
9220,अनिश,3
9221,अनुकूल,4
9222,अनुकृति,1
9223,अनुक्षण,3
9224,अनुगत,3
9225,अनुरूप,3
9226,अनुलिपि,4
9227,अनुसर,3
9228,अनूजरा,1
9229,अन्तर्भावित,7
9230,अन्तर्भूत,7
9231,अन्यमन,1
9232,अन्यमनस्क,1
9233,अपंडित,4
9234,अपरिष्कृत,1
9235,अपवित्र,1
9236,अपावन,1
9237,अपुण्य,1
9238,अपुनीत,1
9239,अप्रसन्न,1
9240,अफसाना,4
9241,अफ़साना,4
9242,अबुझ,4
9243,अबुध,4
9244,अबूझ,4
9245,अभितप्त,1
9246,अभियोग,2
9247,अभिवृद्धि,7
9248,अमनस्क,3
9249,अमार्जित,1
9250,अमृष्ट,1
9251,अमेध्य,1
9252,अमेध्ययुक्त,1
9253,अयाना,4
9254,अयुक्त,6
9255,अर्भ,3
9256,अल्पबुद्धि,4
9257,अविचक्षण,4
9258,अविच्छेद,3
9259,अविद,4
9260,अविद्य,4
9261,अविद्वान,4
9262,अविबुध,4
9263,अविमल,1
9264,अविरामतः,3
9265,अविरुद्ध,3
9266,अविशुद्ध,1
9267,अशुचि,1
9268,अशुद्ध,1
9269,असंतुष्\u200dट,1
9270,असंतुष्ट,1
9271,असंतोषी,1
9272,असन्तुष्ट,1
9273,असन्तोषी,1
9274,असरार,3
9275,असुचि,1
9276,अस्थैर्य,3
9277,अस्वच्छ,1
9278,अहर्निश,5
9279,अहर्षित,1
9280,अहोरात्र,5
9281,आख्यान,5
9282,आख्यानक,5
9283,आंदोलित,2
9284,आन्दोलित,2
9285,आप्यान,7
9286,आफजाई,7
9287,आफ़जाई,7
9288,आवर्धन,7
9289,आवागमन,4
9290,आवागवन,2
9291,आवागौन,2
9292,आविल,1
9293,इकतार,3
9294,इजाफा,7
9295,इज़ाफ़ा,7
9296,उचाट,1
9297,उच्छिष्ट,1
9298,उछिष्ट,1
9299,उत्तरदायित्व,6
9300,ओसारा,4
9301,कटिबंध,1
9302,कटिबन्ध,1
9303,कथा,4
9304,कथानक,4
9305,कलुष,1
9306,कहानी,4
9307,कापी,4
9308,कारखाना,8
9309,कारख़ाना,8
9310,काला,2
9311,किस्सा,4
9312,कुचीला,1
9313,कुचेल,1
9314,कुचैला,1
9315,केस,2
9316,कॉपी,4
9317,ख़राब,2
9318,खिन्न,1
9319,खिलना,1
9320,खोजबीन,2
9321,गंदला,1
9322,गंदा,2
9323,गन्दा,2
9324,गबरगंड,4
9325,गमगीन,1
9326,ग़मगीन,1
9327,गरीब,4
9328,ग़रीब,4
9329,गर्हित,2
9330,गलीज,1
9331,ग़लीज़,1
9332,गंवार,4
9333,गारंटी,6
9334,गावदी,4
9335,ग्रोथ,2
9336,घामड़,4
9337,घुलना,1
9338,चंचलता,3
9339,चंचलत्व,3
9340,चंचलपन,3
9341,चढ़ाव,7
9342,चित्रशालाओं,3
9343,चित्रसारी,3
9344,चौपाल,5
9345,चौपालें,3
9346,जँचता,1
9347,जँचना,1
9348,जड़मति,4
9349,जमना,3
9350,जवाबदारी,6
9351,जवाबदेही,6
9352,जाहिल,4
9353,जिम्मा,6
9354,ज़िम्मा,6
9355,जिम्मादारी,6
9356,ज़िम्मादारी,6
9357,जिम्मावारी,6
9358,ज़िम्मावारी,6
9359,जिम्मेदारी,6
9360,जिम्मेवारी,6
9361,ज़िम्मेवारी,6
9362,जुस्तजू,2
9363,ठीका,6
9364,ठेका,6
9365,डिवाइस,8
9366,डोलायमान,2
9367,तर्कशास्त्री,1
9368,तल,3
9369,तलाश,2
9370,तानाशाह,3
9371,ताबड़तोड़,3
9372,तार्किक,1
9373,तार्किकता,1
9374,दधि,1
9375,दनादन,6
9376,दरार,1
9377,दरिद्र,4
9378,दही,1
9379,दायित्व,6
9380,दालान,4
9381,दास्तान,5
9382,दिनरात,5
9383,दिलगीर,1
9384,दीन,4
9385,दूषित,1
9386,दोषपूर्ण,1
9387,दोषयुक्त,1
9388,दोषिक,2
9389,दोषित,1
9390,धड़ाधड़,3
9391,धींगाधींगी,3
9392,धोमय,1
9393,नटखटपन,3
9394,नटखटी,3
9395,नापाक,1
9396,नालायक,6
9397,नित्यदा,5
9398,निरंतर,5
9399,निरन्तर,5
9400,निर्धन,4
9401,निशिदिन,5
9402,निशिवासर,5
9403,निसवासर,5
9404,परिधि,1
9405,परिवहन,2
9406,पर्योष्टि,2
9407,पिन्ना,5
9408,पीठ,5
9409,पुश्त,1
9410,पुश्तों,1
9411,पुसाना,1
9412,पृष्ठ,1
9413,पोंगा,4
9414,पोसाना,1
9415,प्रति,4
9416,प्रतिकृति,1
9417,प्रतिक्षण,3
9418,प्रतिलिपि,4
9419,प्रतिलेख,4
9420,प्रमंडल,1
9421,प्रमण्डल,1
9422,प्रवर्द्धन,7
9423,प्रवर्धन,7
9424,प्लांट,8
9425,फकीर,4
9426,फ़क़ीर,4
9427,फबना,1
9428,फिराक,2
9429,फ़िराक़,2
9430,फूट,1
9431,फूटना,1
9432,फूटी,1
9433,फैक्टरी,8
9434,फ़ैक्टरी,8
9435,फ़ैक्ट्री,8
9436,बढ़त,7
9437,बढ़ती,7
9438,बढ़ाना,7
9439,बढ़ोतरी,7
9440,बढ़ोत्तरी,7
9441,बदमाशी,3
9442,बरांदा,4
9443,बराबर,5
9444,बहुकरण,7
9445,बाँगड़ू,4
9446,बावरा,4
9447,बिलल्ला,4
9448,बुझा,2
9449,बुताना,1
9450,बुद्धिहीन,4
9451,बुधंगड़,4
9452,बेअकल,4
9453,बेअक़ल,4
9454,बेअक्ल,4
9455,बेअक़्ल,4
9456,बेसमझ,4
9457,बोझ,6
9458,बोझा,4
9459,बोदा,4
9460,बोद्दा,4
9461,बोबा,6
9462,भकुआ,4
9463,भकुवा,4
9464,भाना,1
9465,भार,6
9466,भुच्च,4
9467,भुच्चड़,4
9468,भोंदू,4
9469,मकरुह,1
9470,मँडरा,1
9471,मतिहीन,4
9472,मंद,10
9473,मन्द,10
9474,मलबा,2
9475,मलबे,2
9476,मलिन,3
9477,मलिनमुख,1
9478,मशीन,9
9479,मसकीन,4
9480,मस्तीखोरी,3
9481,मस्तीख़ोरी,3
9482,माफिक,3
9483,माफिक़,3
9484,माफ़िक,3
9485,मिल,8
9486,मिसकिन,4
9487,मुआफिक,3
9488,मुआफ़िक़,3
9489,मुकदमा,2
9490,मुक़दमा,2
9491,मुकदमे,2
9492,मुक़द्दमा,2
9493,मुताबिक,3
9494,मुताबिक़,3
9495,मुताबिक़,3
9496,मुत्तसिल,3
9497,मुवाफिक,3
9498,मुहिर,4
9499,मूढ़,4
9500,मूसर,4
9501,मैला,1
9502,म्लान,1
9503,यंत्र,9
9504,रवायत,4
9505,रिवायत,4
9506,रुचना,1
9507,रूखा,5
9508,लघुमति,4
9509,लेवल,1
9510,वरंडा,4
9511,वरांडा,4
9512,वर्धन,7
9513,वारंटी,6
9514,विद्या,4
9515,वृद्धि,7
9516,वॉरंटी,6
9517,शरारत,3
9518,शरीक,7
9519,शामिल,7
9520,शास्त्रों,2
9521,शैतानी,3
9522,शोभना,1
9523,सतत,3
9524,सतह,3
9525,सदा,5
9526,सदैव,5
9527,संधान,2
9528,संभाग,1
9529,सम्भाग,1
9530,सम्मिलित,9
9531,संयंत्र,10
9532,संयंत्रों,4
9533,सर्वथा,5
9534,सर्वदा,5
9535,सर्वदैव,5
9536,सर्वहारा,4
9537,संवर्द्धन,7
9538,संवर्धन,7
9539,संसृष्ट,10
9540,संस्तर,3
9541,साइंस,4
9542,स्टोरी,4
9543,हंडा,2
9544,हमेशा,5
9545,हरदम,5
9546,हलका,2
9547,हलक़ा,1
9548,हल्का,2
9549,हल्क़ा,1
9550,हाइक,7
9551,हिलता,2
9552,हेर,2
9553,अन्तर्गत,7
9554,अमस्तु,1
9555,उदास,1
9556,क़िस्सा,4
9557,गँदला,1
9558,घुलन,1
9559,चंचलाहट,3
9560,चित्रशाला,3
9561,ज़िम्मेदारी,6
9562,पीढ़ी,1
9563,फैक्ट्री,8
9564,बरामदा,4
9565,बावला,4
9566,मलमा,2
9567,मुकद्दमा,2
9568,यातायात,2
9569,रंक,5
9570,रातदिन,5
9571,वर्द्धन,7
9572,वादिक,1
9573,विज्ञान,4
9574,हंडे,2
9575,अगद,1
9576,अगुण,1
9577,अच्छा,2
9578,अछूत,1
9579,अंडग्रंथि,1
9580,अण्डगन्त्रि,1
9581,अंतरिक्षसत्,2
9582,अंतवर्ण,1
9583,अंतावशायी,1
9584,अंतेवासी,1
9585,अंत्यज,1
9586,अंत्ययोनि,1
9587,अंत्यवर्ण,1
9588,अनुदित,1
9589,अन्तरिक्षसत्,2
9590,अन्तवर्ण,1
9591,अन्तावशायी,1
9592,अन्तेवासी,1
9593,अन्त्यज,1
9594,अन्त्ययोनि,1
9595,अन्त्यवर्ण,1
9596,अपकृष्टता,1
9597,अपगुण,1
9598,अपरस,1
9599,अबतरी,1
9600,अभुग्न,1
9601,अभ्युपगम,4
9602,अमित्र,2
9603,अमीत,2
9604,अयक्ष्म,1
9605,अयास्य,7
9606,अरचि,1
9607,अरर,1
9608,अराति,2
9609,अरि,4
9610,अरिंद,2
9611,अरिन्द,2
9612,अरुगण,1
9613,अरुग्ण,1
9614,अरुज,1
9615,अरुणा,1
9616,अरुंतुद,4
9617,अरुन्तुद,4
9618,अरोग,1
9619,अरोगी,1
9620,अरोग्य,1
9621,अर्कत्व,1
9622,अर्गल,7
9623,अवगुण,1
9624,अवदात,1
9625,अविपन्न,1
9626,असहन,2
9627,असुहृदय,2
9628,अस्पर्शनीय,1
9629,अस्पृश्य,1
9630,अहर्मुख,1
9631,आगस,1
9632,आबताब,1
9633,आबदारी,1
9634,आभा,1
9635,आराति,2
9636,आरोग,1
9637,आरोग्य,1
9638,आशा,2
9639,आशाएँ,2
9640,आश्रव,3
9641,आस,4
9642,आसा,2
9643,उज्ज्वला,1
9644,उज्वला,1
9645,उड़ु,1
9646,उड़ुचर,1
9647,उम्मीद,2
9648,उषाकाल,1
9649,ऐब,1
9650,ओज,1
9651,कपर्दक,1
9652,कपर्दिका,1
9653,कपाट,1
9654,कल्चर,3
9655,कसूर,1
9656,क़सूर,1
9657,कंस्ट्रक्शन,8
9658,काकनी,1
9659,काकिणी,1
9660,किवाड़,1
9661,किवाड़ा,1
9662,क़ुसूर,1
9663,कैनवस,1
9664,कैनवास,1
9665,कैन्वास,1
9666,कैरव,2
9667,कोआ,1
9668,कोया,1
9669,कौड़ी,1
9670,क्राइम,1
9671,खड़खड़िया,2
9672,ख़राबी,1
9673,खामी,1
9674,ख़ामी,1
9675,खासा,1
9676,ख़ासा,1
9677,खोट,1
9678,गड़ना,3
9679,गड़बड़,1
9680,गड़बड़ी,1
9681,गुनाह,1
9682,गुनाहगारी,1
9683,घातक,2
9684,घातकी,2
9685,घुसना,2
9686,चंगा,1
9687,चमक,1
9688,चिड़िया,1
9689,चिलक,1
9690,चुभना,3
9691,चौखट,1
9692,जगमगाहट,1
9693,जनाश्रय,2
9694,जरायम,1
9695,जिह्वारद,1
9696,जुर्म,1
9697,झकझकाहट,1
9698,ठीकठाक,1
9699,डेला,1
9700,तड़का,1
9701,तंदुरुस्त,1
9702,तन्दुरुस्त,1
9703,तरतीबदार,4
9704,तवक्को,2
9705,तवक़्को,2
9706,तहजीब,3
9707,ताब,2
9708,त्विषा,1
9709,दबना,2
9710,दमक,1
9711,दरवाजे,1
9712,दिखलाता,1
9713,दिवसमुख,1
9714,दिवाचर,1
9715,दुगना,1
9716,दुगुना,1
9717,दुगुनी,1
9718,दुरुस्त,1
9719,दुर्गुण,1
9720,दुश्मन,2
9721,दोगुना,1
9722,दोष,1
9723,द्वारकंटक,1
9724,द्वारकण्टक,1
9725,द्विजा,2
9726,द्विपक्ष,1
9727,द्विष,2
9728,धर्मशाला,2
9729,धसकना,2
9730,धँसना,2
9731,धँसी,2
9732,नक्का,1
9733,नभसंगम,1
9734,निकल,1
9735,निराधि,1
9736,निरामय,1
9737,निरोग,1
9738,निरोगी,1
9739,निर्माण,8
9740,निर्मिति,8
9741,निर्व्याधि,1
9742,निशांत,1
9743,निशातिक्रम,1
9744,निशात्यय,1
9745,निशावसान,1
9746,निशोत्सर्ग,1
9747,नीड़क,1
9748,नीड़ज,1
9749,नीरोग,1
9750,नुकता,1
9751,नुक़ता,1
9752,नुक्ता,1
9753,नेत्रगोलक,1
9754,नेत्रपिंड,1
9755,नेत्रपिण्ड,1
9756,पक्षी,1
9757,पंखी,1
9758,पखेरू,1
9759,पंछी,1
9760,पणस्थि,1
9761,पतग,1
9762,पतंगम,1
9763,पतंगी,1
9764,पतत्रि,1
9765,पतन्,1
9766,पतम,1
9767,पत्रती,1
9768,पत्ररथ,1
9769,पत्रवाह,4
9770,परंपराओं,1
9771,परिंदा,1
9772,परिन्दा,1
9773,परिपंथिक,2
9774,परिपंथी,2
9775,परिपन्थक,2
9776,परिपन्थिक,2
9777,परिपन्थी,2
9778,पर्णवी,1
9779,पलक्या,2
9780,पल्ला,3
9781,पाखी,1
9782,पाँखी,1
9783,पांखी,1
9784,पादज,1
9785,पालक,3
9786,पालंक,2
9787,पालकियाँ,2
9788,पालकी,2
9789,पाष्मा,1
9790,पै,1
9791,प्रतिकंचुक,2
9792,प्रतिकञ्चुक,2
9793,प्रतिद्वंद्वी,2
9794,प्रतिद्वन्द्वी,2
9795,प्रतिभा,1
9796,प्रत्याशा,2
9797,प्रत्युष,1
9798,प्रत्यूष,1
9799,प्रदीप्ति,1
9800,प्रबंधित,3
9801,प्रभा,1
9802,प्रभात,1
9803,प्रात,1
9804,प्रातः,1
9805,प्रातःकाल,1
9806,फगुआ,1
9807,फजर,1
9808,फ़जर,1
9809,फज्र,1
9810,फ़ज्र,1
9811,बढ़िया,1
9812,बनात,1
9813,बनाना,8
9814,बन्नात,1
9815,बराट,1
9816,बहाल,1
9817,बानात,1
9818,बुराई,2
9819,बेनट,1
9820,बैक्टीरिया,4
9821,बैठना,2
9822,बैरी,2
9823,ब्रम्हांड,3
9824,ब्रम्हाण्ड,3
9825,ब्रह्मांड,3
9826,ब्रह्माण्ड,3
9827,भास,1
9828,भीन,1
9829,भोर,1
9830,मधुरा,2
9831,मधुसूदनी,2
9832,महत्तर,1
9833,मार्जारीय,1
9834,मार्जालीय,1
9835,मियाना,2
9836,मुखालिफ,2
9837,मुख़ालिफ़,2
9838,मुद्दई,2
9839,मैन्युफैक्चरिंग,8
9840,यथार्थ,5
9841,युधान,2
9842,यूनिवर्स,3
9843,रकीब,2
9844,रक़ीब,2
9845,रसनारव,1
9846,रात्रिविग,1
9847,रिपु,2
9848,रोगमुक्त,1
9849,रोगरहित,1
9850,रोगशून्य,1
9851,रोगहीन,1
9852,वराट,1
9853,वराटक,1
9854,वराटिका,1
9855,विद्रूपता,1
9856,विद्वेषी,2
9857,विनिर्माण,8
9858,विन्यस्त,3
9859,विराट्,4
9860,विरुज,1
9861,विरोधी,2
9862,विशेषताओं,2
9863,विहंगम,1
9864,विहान,1
9865,वैरी,2
9866,वैविध्यों,1
9867,व्यवस्थित,3
9868,व्याधिहीन,1
9869,व्युष,1
9870,व्युष्ट,3
9871,शकुन,1
9872,शत्रु,2
9873,शिविका,2
9874,शिवीरथ,2
9875,शूद्र,1
9876,संगीन,1
9877,सच,3
9878,सत्य,4
9879,सबेरा,1
9880,सभ्यता,3
9881,सलीकेदार,3
9882,सवेरा,1
9883,संस्कृति,3
9884,सिरजन,8
9885,सुखासन,2
9886,सुबह,1
9887,सृजन,8
9888,सेहतमंद,1
9889,स्त्रीघोष,1
9890,स्वस्थ,1
9891,होरी,1
9892,होलिकोत्सव,1
9893,होली,1
9894,अनामय,2
9895,अरुणोदय,1
9896,कैन्वस,1
9897,चौकठ,1
9898,जवाब,1
9899,जीवाणु,4
9900,तहज़ीब,3
9901,दूना,1
9902,धँसकना,2
9903,निकिल,1
9904,नुक़्ता,1
9905,पत्रवाज,1
9906,परिपंथक,2
9907,फाग,1
9908,बहुचर्चित,2
9909,म्याना,2
9910,श्वेता,2
9911,संगीनों,1
9912,अंचलीय,3
9913,अडग,2
9914,अडिग,3
9915,अडोल,3
9916,अनपाय,3
9917,अनपायी,3
9918,अनबदला,1
9919,अन्न,1
9920,अन्य,1
9921,अपरिवर्तित,1
9922,अपेल,3
9923,अलिपक,3
9924,अलिमक,3
9925,अलोल,3
9926,अवर,1
9927,अविचल,3
9928,आरूढ़,2
9929,आवारा,1
9930,इतर,1
9931,उतराना,1
9932,ओपनिंग,2
9933,और,1
9934,कनफूल,1
9935,करनफूल,1
9936,कर्णपूर,1
9937,कर्णफूल,1
9938,कर्णिका,1
9939,काँप,1
9940,कुकुर,1
9941,कुक्कुर,1
9942,कुत्ता,1
9943,खींच,3
9944,खींचना,3
9945,गृहप,1
9946,गोड़,4
9947,चुटकी,1
9948,जगह,1
9949,जिह्वालिह,1
9950,टँगड़ी,4
9951,टाँग,4
9952,टांग,4
9953,ट्रिगर,1
9954,ठेगड़ी,1
9955,तटंक,1
9956,तरन,1
9957,तरना,1
9958,तरिवन,1
9959,तरौना,1
9960,तादाद,1
9961,तानना,3
9962,तिरना,1
9963,तैरता,1
9964,तैरना,1
9965,थिर,3
9966,दीगर,1
9967,दीर्घजिह्वी,1
9968,दीर्घरत,1
9969,दीर्घसुरत,1
9970,दूसरा,2
9971,नखायुध,1
9972,नलकिनी,4
9973,पगचिन्ह,1
9974,पगचिह्न,1
9975,पत्रवेष्ट,1
9976,पदचिन्ह,1
9977,पुरोगति,1
9978,पैरों,1
9979,पौड़ना,1
9980,पौरना,1
9981,पौंरना,1
9982,बदले,1
9983,मुस्तहकम,2
9984,मृगदेशक,1
9985,मृगाराति,1
9986,रतकील,1
9987,रुपया,1
9988,रुपये,1
9989,रुपिया,1
9990,रूप्यक,1
9991,लात,4
9992,लिबलिबी,1
9993,लुंगाड़ा,1
9994,लुच्चा,1
9995,लोकल,3
9996,वक्रपुच्छ,1
9997,वृकदंश,1
9998,वृकाराति,1
9999,वृकारि,1
10000,शवकाम्य,1
10001,शालामृग,1
10002,शिवाराति,1
10003,शुनक,1
10004,श्वान,1
10005,संख्यान,1
10006,संदोल,1
10007,सालावृक,3
10008,सुलब्ध,1
10009,सुलभ,1
10010,स्थानिक,3
10011,स्थानीय,3
10012,स्थिर,3
10013,हेलना,1
10014,अहिंसा,1
10015,आंचलिक,3
10016,खींचकर,1
10017,गिनती,1
10018,चौड़ा,1
10019,पदचिह्न,1
10020,पैरना,1
10021,बजाय,1
10022,मृगदेश,1
10023,सन्दोल,1
10024,सुप्राप्य,1
10025,अक्षमा,3
10026,अजोत,7
10027,अतिथिसत्कार,2
10028,अतिथिसेवा,2
10029,अतीक्ष्ण,6
10030,अतीव्र,6
10031,अधिनियम,4
10032,अधिनियमय,6
10033,अनख,3
10034,अनर्थभाव,3
10035,अनुवृत्ति,1
10036,अन्वित,3
10037,अप्रबल,7
10038,अंबक,4
10039,अभिव्याप्त,3
10040,अम्बक,4
10041,अरक्त,1
10042,अरविंद,4
10043,अरविंददलप्रभ,4
10044,अरविन्द,4
10045,अरविन्ददलप्रभ,4
10046,अर्कचंदन,1
10047,अर्कचन्दन,1
10048,अलक्त,1
10049,अलक्तक,1
10050,अश्र,1
10051,असृक्,1
10052,आग,5
10053,आगतस्वागत,2
10054,आजीव,6
10055,आजीविका,6
10056,आतिथ्य,2
10057,आदहन,5
10058,आरक्त,1
10059,आरामकुर्सी,1
10060,आश्वास,4
10061,आश्वासन,3
10062,आस्र,1
10063,इक्कस,3
10064,इंगुर,1
10065,इरषा,3
10066,इरषाई,3
10067,ईंगुर,1
10068,ईरखा,3
10069,ईर्षण,3
10070,ईर्षणा,3
10071,ईर्षा,3
10072,ईर्ष्या,3
10073,उड़ैच,3
10074,एक्ट,4
10075,ऐच्छिक,4
10076,करियर,6
10077,कापर,4
10078,कारबार,6
10079,कारोबार,6
10080,कावेर,1
10081,कुंकुम,1
10082,कुंठित,7
10083,कुढ़न,3
10084,कुण्ठित,7
10085,कुंद,7
10086,कुन्द,7
10087,कुमकुम,1
10088,कॉपर,4
10089,गड़गूदड़,3
10090,गंधमादनी,1
10091,गंधमादिनी,1
10092,गन्धमादनी,1
10093,गन्धमादिनी,1
10094,गुठला,6
10095,गुलदुपहरिया,1
10096,ग्रहों,1
10097,चिथड़ा,3
10098,चिह्नों,1
10099,चीथड़ा,3
10100,जंतुका,1
10101,जन्तुका,1
10102,जरूरतमंद,1
10103,ज़रूरतमंद,1
10104,ज़रूरतमन्द,1
10105,जलन,5
10106,जीवन,8
10107,जीविका,6
10108,जोख़िम,2
10109,जोखिमों,2
10110,जोर,8
10111,ज़ोर,8
10112,ढारस,3
10113,तसकीन,3
10114,तसल्ली,4
10115,तस्कीन,4
10116,ताँबा,4
10117,तांबा,4
10118,तामा,4
10119,ताम्र,4
10120,ताम्रक,4
10121,ताम्रधातु,4
10122,ताम्रवृक्ष,1
10123,ताम्रसार,1
10124,ताम्रसारक,1
10125,ताम्राभ,1
10126,तिलपर्णिका,1
10127,तिलपर्णी,1
10128,तीहा,3
10129,दाह,6
10130,दिलजोई,3
10131,दिलासा,3
10132,दिव्यौषधि,1
10133,दुपहरिया,1
10134,दुर्बल,7
10135,दोपहरिया,1
10136,द्वेश,3
10137,धंधा,6
10138,धन्धा,6
10139,नक्सल,1
10140,नक्सली,1
10141,नसवार,2
10142,नस्त,2
10143,नस्य,2
10144,नागपुष्पा,1
10145,नागमाता,1
10146,नागरेणु,1
10147,नागसंभव,1
10148,नागसम्भव,1
10149,निस्तेज,7
10150,निस्तेज़,7
10151,नेपालजा,1
10152,नेपालजाता,1
10153,नेपालिका,1
10154,नेपाली,1
10155,पत्रावलि,1
