,pid,word,simplicity,complexity
25846,ncwiignep4,आगस,5,0
25847,ncwiignep4,आचरण,4,0
25848,ncwiignep4,आजान,5,0
25849,ncwiignep4,आँट,5,0
25850,ncwiignep4,आंट,5,0
25851,ncwiignep4,आटोप,3,1
25852,ncwiignep4,आंदोलित,4,0
25853,ncwiignep4,आद्योत,3,1
25854,ncwiignep4,आन,3,1
25857,ncwiignep4,आन्दोलित,3,1
25858,ncwiignep4,आब,3,1
25859,ncwiignep4,आबताब,3,1
25860,ncwiignep4,आबदारी,3,1
25861,ncwiignep4,आभा,3,1
25862,ncwiignep4,आभार,4,0
25863,ncwiignep4,आर,5,0
25864,ncwiignep4,आराति,3,1
25865,ncwiignep4,आरोग,3,1
25866,ncwiignep4,आरोग्य,3,1
25867,ncwiignep4,आलम,5,0
25868,ncwiignep4,आवर्त,5,0
25869,ncwiignep4,आवागवन,4,0
25870,ncwiignep4,आवागौन,3,1
25871,ncwiignep4,आविर्भाव,5,0
25872,ncwiignep4,आशंसा,4,0
25874,ncwiignep4,आशा,4,0
25875,ncwiignep4,आशाएँ,5,0
25876,ncwiignep4,आश्रव,5,0
25877,ncwiignep4,आस,3,1
25878,ncwiignep4,आसना,4,0
25879,ncwiignep4,आसरा,3,1
25880,ncwiignep4,आसा,3,1
25881,ncwiignep4,इकेला,2,1
25882,ncwiignep4,इकौना,3,1
25883,ncwiignep4,इकौसा,3,1
25884,ncwiignep4,इकौंसा,3,1
25885,ncwiignep4,इक्का,4,0
25886,ncwiignep4,इख्तिलाफ,5,0
25887,ncwiignep4,इख़्तिलाफ़,5,0
25888,ncwiignep4,इतबार,3,1
25889,ncwiignep4,इतमीनान,3,1
25890,ncwiignep4,इतराजी,5,0
25891,ncwiignep4,इतिकर्तव्यता,3,1
25892,ncwiignep4,इतिबार,3,1
25893,ncwiignep4,इत्मीनान,3,1
25895,ncwiignep4,इल्लत,5,0
25896,ncwiignep4,इशरत,3,1
25897,ncwiignep4,इहलोक,5,0
25898,ncwiignep4,उखा,4,0
25899,ncwiignep4,उगत,5,0
25900,ncwiignep4,उचित,3,1
25901,ncwiignep4,उजड्ड,2,1
25902,ncwiignep4,उजबक,3,1
25903,ncwiignep4,उज़बक,2,1
25904,ncwiignep4,उजास,3,1
25905,ncwiignep4,उज्ज्वला,3,1
25906,ncwiignep4,उज्वला,3,1
25907,ncwiignep4,उड़ु,3,1
25908,ncwiignep4,उड़ुचर,3,1
25909,ncwiignep4,उड़ेंच,5,0
25910,ncwiignep4,उतपति,5,0
25911,ncwiignep4,उत्तर,5,0
25912,ncwiignep4,उत्तरदायित्व,2,1
25913,ncwiignep4,उत्पत्ति,5,0
25914,ncwiignep4,उदय,5,0
25915,ncwiignep4,उदारीकरण,2,1
25916,ncwiignep4,उद्गम,5,0
25917,ncwiignep4,उद्भव,5,0
25918,ncwiignep4,उद्भावना,5,0
25919,ncwiignep4,उपक्रोश,3,1
25920,ncwiignep4,उपज,5,0
25921,ncwiignep4,उपधान,4,0
25922,ncwiignep4,उपमारहित,2,1
25923,ncwiignep4,उपयुक्त,3,1
25924,ncwiignep4,उमंग,3,1
25925,ncwiignep4,उमाह,3,1
25926,ncwiignep4,उम्मीद,5,0
25927,ncwiignep4,उल्लास,3,1
25929,ncwiignep4,उषा,4,0
25930,ncwiignep4,उषाकाल,4,0
25931,ncwiignep4,ऊर्मि,3,1
25932,ncwiignep4,ऋत,3,1
25934,ncwiignep4,एकल,2,1
25935,ncwiignep4,एतबार,3,1
25936,ncwiignep4,एनर्जी,5,0
25937,ncwiignep4,ऐंठ,3,1
25938,ncwiignep4,ऐंठन,3,1
25939,ncwiignep4,ऐतबार,3,1
25940,ncwiignep4,ऐन,3,1
25941,ncwiignep4,ऐब,5,0
25942,ncwiignep4,ओज,3,1
25943,ncwiignep4,ओसारा,3,1
25944,ncwiignep4,कई,3,1
25945,ncwiignep4,कज,5,0
25946,ncwiignep4,कपर्दक,3,1
25947,ncwiignep4,कपर्दिका,3,1
25948,ncwiignep4,कपाट,3,1
25949,ncwiignep4,कमी,5,0
25950,ncwiignep4,कल्क,3,1
25951,ncwiignep4,कल्चर,5,0
25952,ncwiignep4,कसूर,5,0
25953,ncwiignep4,क़सूर,5,0
25954,ncwiignep4,कंस्ट्रक्शन,5,0
25955,ncwiignep4,काकनी,3,1
25956,ncwiignep4,काकिणी,3,1
25957,ncwiignep4,काण्ड,3,1
25958,ncwiignep4,कांति,3,1
25959,ncwiignep4,कान्ति,3,1
25960,ncwiignep4,कायदा,3,1
25961,ncwiignep4,क़ायदा,3,1
25962,ncwiignep4,कायम,3,1
25963,ncwiignep4,कारखाना,3,1
25964,ncwiignep4,कारख़ाना,3,1
25965,ncwiignep4,किवाड़,3,1
25966,ncwiignep4,किवाड़ा,3,1
25967,ncwiignep4,कुसूर,5,0
25968,ncwiignep4,क़ुसूर,5,0
25969,ncwiignep4,केतु,3,1
25970,ncwiignep4,केश,5,0
25971,ncwiignep4,केस,3,1
25972,ncwiignep4,कैनवस,4,0
25973,ncwiignep4,कैनवास,4,0
25974,ncwiignep4,कैन्वास,4,0
25975,ncwiignep4,कैरव,3,1
25976,ncwiignep4,कोआ,3,1
25977,ncwiignep4,कोया,3,1
25978,ncwiignep4,कौड़ी,3,1
25979,ncwiignep4,क्राइम,5,0
25980,ncwiignep4,खग,3,1
25981,ncwiignep4,खड़खड़िया,3,1
25982,ncwiignep4,खराबी,5,0
25983,ncwiignep4,ख़राबी,5,0
25984,ncwiignep4,खामी,5,0
25985,ncwiignep4,ख़ामी,5,0
25986,ncwiignep4,खासा,3,1
25987,ncwiignep4,ख़ासा,3,1
25988,ncwiignep4,खासियत,4,0
25989,ncwiignep4,ख़ासियत,5,0
25990,ncwiignep4,खुदी,3,1
25991,ncwiignep4,ख़ुदी,3,1
25992,ncwiignep4,खूबी,5,0
25993,ncwiignep4,ख़ूबी,5,0
25994,ncwiignep4,खोट,5,0
25995,ncwiignep4,ख्यात,3,1
25997,ncwiignep4,गंजन,3,1
25998,ncwiignep4,गञ्जन,3,1
25999,ncwiignep4,गडंग,3,1
26000,ncwiignep4,गड़ना,3,1
26001,ncwiignep4,गड़बड़,5,0
26002,ncwiignep4,गड़बड़ी,5,0
26003,ncwiignep4,गबरगंड,2,1
26004,ncwiignep4,गरी,3,1
26006,ncwiignep4,गरीब,3,1
26007,ncwiignep4,ग़रीब,3,1
26008,ncwiignep4,गरूर,3,1
26009,ncwiignep4,ग़रूर,3,1
26010,ncwiignep4,गर्व,3,1
26011,ncwiignep4,गँवार,4,0
26012,ncwiignep4,गंवार,4,0
26013,ncwiignep4,गारंटी,5,0
26014,ncwiignep4,गारो,3,1
26015,ncwiignep4,गावदी,2,1
26016,ncwiignep4,गिरी,4,0
26017,ncwiignep4,गिलटी,3,1
26018,ncwiignep4,गिल्टी,3,1
26020,ncwiignep4,गुण,4,0
26021,ncwiignep4,गुनाह,5,0
26022,ncwiignep4,गुनाहगारी,5,0
26023,ncwiignep4,गुमान,3,1
26024,ncwiignep4,गुरूर,3,1
26025,ncwiignep4,ग़ुरूर,3,1
26026,ncwiignep4,गुलछर्रा,3,1
26027,ncwiignep4,गूदा,3,1
26029,ncwiignep4,गैरबराबर,4,0
26030,ncwiignep4,गोपुर,3,1
26031,ncwiignep4,घनचक्कर,4,0
26032,ncwiignep4,घमंड,3,1
26033,ncwiignep4,घमण्ड,3,1
26034,ncwiignep4,घातक,3,1
26035,ncwiignep4,घातकी,3,1
26036,ncwiignep4,घामड़,2,1
26037,ncwiignep4,घुसना,4,0
26038,ncwiignep4,घोंघा,2,1
26039,ncwiignep4,चंगा,3,1
26040,ncwiignep4,चंचलता,5,0
26041,ncwiignep4,चंचलत्व,4,0
26042,ncwiignep4,चंचलपन,5,0
26043,ncwiignep4,चंचलाहट,4,0
26044,ncwiignep4,चंडूल,2,1
26045,ncwiignep4,चंद्रकुमार,3,1
26046,ncwiignep4,चंद्रज,2,1
26047,ncwiignep4,चन्द्रकुमार,2,1
26048,ncwiignep4,चन्द्रज,3,1
26049,ncwiignep4,चभोक,2,1
26050,ncwiignep4,चमक,3,1
26051,ncwiignep4,चमड़ा,3,1
26052,ncwiignep4,चमड़ी,3,1
26053,ncwiignep4,चर्म,4,0
26054,ncwiignep4,चलन,3,1
26055,ncwiignep4,चाम,3,1
26056,ncwiignep4,चाल,4,0
26057,ncwiignep4,चिड़िया,3,1
26058,ncwiignep4,चित्रशाला,5,0
26059,ncwiignep4,चित्रसारी,5,0
26060,ncwiignep4,चिर,3,1
26061,ncwiignep4,चिरौंजी,3,1
26062,ncwiignep4,चिलक,3,1
26063,ncwiignep4,चुगद,3,1
26064,ncwiignep4,चुग़द,2,1
26065,ncwiignep4,चुभना,4,0
26066,ncwiignep4,चूतिया,3,1
26067,ncwiignep4,चौखट,3,1
26068,ncwiignep4,चौपाल,2,1
26069,ncwiignep4,चौपालें,2,1
26070,ncwiignep4,जग,5,0
26071,ncwiignep4,जगत,5,0
26072,ncwiignep4,जगमगाहट,3,1
26073,ncwiignep4,जड़मति,3,1
26074,ncwiignep4,जनाश्रय,3,1
26075,ncwiignep4,जन्म,5,0
26076,ncwiignep4,जमाना,5,0
26077,ncwiignep4,ज़माना,5,0
26078,ncwiignep4,जरायम,5,0
26079,ncwiignep4,जर्ण,2,1
26080,ncwiignep4,जल्ला,2,1
26081,ncwiignep4,जवाबदारी,4,0
26082,ncwiignep4,जवाबदेही,4,0
26083,ncwiignep4,जहाँ,5,0
26084,ncwiignep4,जहान,5,0
26087,ncwiignep4,जायज,3,1
26088,ncwiignep4,जायज़,3,1
26089,ncwiignep4,जाहिल,4,0
26090,ncwiignep4,जिम्मा,3,1
26091,ncwiignep4,ज़िम्मा,3,1
26092,ncwiignep4,जिम्मादारी,4,0
26093,ncwiignep4,ज़िम्मादारी,4,0
26094,ncwiignep4,जिम्मावारी,3,1
26095,ncwiignep4,ज़िम्मावारी,2,1
26096,ncwiignep4,जिम्मेदारी,4,0
26097,ncwiignep4,ज़िम्मेदारी,4,0
26098,ncwiignep4,जिम्मेवारी,2,1
26099,ncwiignep4,ज़िम्मेवारी,3,1
26100,ncwiignep4,जिल्लत,3,1
26101,ncwiignep4,ज़िल्लत,3,1
26102,ncwiignep4,जिह्वारद,3,1
26104,ncwiignep4,जीवलोक,5,0
26105,ncwiignep4,जुदा,4,0
26106,ncwiignep4,जुर्म,5,0
26107,ncwiignep4,जेबा,3,1
26108,ncwiignep4,ज़ेबा,3,1
26109,ncwiignep4,ज्ञानातीत,3,1
26111,ncwiignep4,झकझकाहट,3,1
26112,ncwiignep4,टूरिजम,4,0
26113,ncwiignep4,टूरिज्म,4,0
26114,ncwiignep4,ठसक,3,1
26117,ncwiignep4,ठीक,3,1
26118,ncwiignep4,ठीकठाक,3,1
26119,ncwiignep4,ठीका,3,1
26120,ncwiignep4,ठेका,4,0
26121,ncwiignep4,डेला,3,1
26122,ncwiignep4,तड़का,4,0
26123,ncwiignep4,तड़ाग,3,1
26124,ncwiignep4,तंदुरुस्त,3,1
26125,ncwiignep4,तनातनी,5,0
26126,ncwiignep4,तन्दुरुस्त,3,1
26127,ncwiignep4,तपस,3,1
26128,ncwiignep4,तपु,3,1
26129,ncwiignep4,तय,3,1
26130,ncwiignep4,तरंग,3,1
26131,ncwiignep4,तरतीबदार,3,1
26133,ncwiignep4,तरु,4,0
26134,ncwiignep4,तरुवर,4,0
26135,ncwiignep4,तलाब,3,1
26136,ncwiignep4,तवक्को,3,1
26137,ncwiignep4,तवक़्को,3,1
26138,ncwiignep4,तहजीब,5,0
26139,ncwiignep4,तहत,3,1
26140,ncwiignep4,तानाशाह,5,0
26141,ncwiignep4,ताब,3,1
26142,ncwiignep4,ताम,5,0
26143,ncwiignep4,तारेय,2,1
26144,ncwiignep4,ताल,4,0
26145,ncwiignep4,तालाब,4,0
26146,ncwiignep4,तिरस्कार,3,1
26147,ncwiignep4,तिरस्क्रिया,3,1
26148,ncwiignep4,तेज,3,1
26149,ncwiignep4,तोयाधार,2,1
26150,ncwiignep4,तोहीनी,3,1
26151,ncwiignep4,तौहीन,3,1
26152,ncwiignep4,त्वचा,5,0
26153,ncwiignep4,त्विषा,3,1
26154,ncwiignep4,दबना,4,0
26155,ncwiignep4,दंभ,3,1
26156,ncwiignep4,दमक,3,1
26157,ncwiignep4,दम्भ,3,1
26158,ncwiignep4,दर,3,1
26159,ncwiignep4,दरअसल,3,1
26160,ncwiignep4,दरख़्त,2,1
26161,ncwiignep4,दरवाजा,3,1
26162,ncwiignep4,दरवाज़ा,3,1
26163,ncwiignep4,दरवाजे,3,1
26164,ncwiignep4,दरशाना,4,0
26165,ncwiignep4,दरसाना,4,0
26166,ncwiignep4,दरिद्र,3,1
26167,ncwiignep4,दर्प,3,1
26168,ncwiignep4,दर्शाना,4,0
26169,ncwiignep4,दस्तूर,3,1
26170,ncwiignep4,दाप,3,1
26171,ncwiignep4,दायित्व,3,1
26172,ncwiignep4,दालान,2,1
26173,ncwiignep4,दिखलाता,4,0
26174,ncwiignep4,दिखलाना,4,0
26175,ncwiignep4,दिखाना,2,1
26176,ncwiignep4,दिग्गज,3,1
26177,ncwiignep4,दिमाग,3,1
26178,ncwiignep4,दिमाग़,3,1
26179,ncwiignep4,दिवसमुख,4,0
26180,ncwiignep4,दिवाचर,3,1
26181,ncwiignep4,दीन,3,1
26182,ncwiignep4,दीनदुनिया,5,0
26183,ncwiignep4,दीप्ति,3,1
26184,ncwiignep4,दुखग्राम,5,0
26185,ncwiignep4,दुगना,5,0
26186,ncwiignep4,दुगुना,5,0
26187,ncwiignep4,दुगुनी,5,0
26188,ncwiignep4,दुनिया,5,0
26189,ncwiignep4,दुनियाँ,5,0
26190,ncwiignep4,दुबारा,4,0
26191,ncwiignep4,दुरुस्त,3,1
26192,ncwiignep4,दुर्गुण,5,0
26193,ncwiignep4,दुर्लभ,4,0
26194,ncwiignep4,दुवार,3,1
26195,ncwiignep4,दुश्मन,3,1
26196,ncwiignep4,दुश्मनी,5,0
26198,ncwiignep4,देखभाल,3,1
26199,ncwiignep4,देखाभाली,3,1
26201,ncwiignep4,देर,5,0
26202,ncwiignep4,देरी,5,0
26203,ncwiignep4,दोगुना,5,0
26204,ncwiignep4,दोबारा,4,0
26205,ncwiignep4,दोष,5,0
26206,ncwiignep4,द्युति,3,1
26207,ncwiignep4,द्युतिमा,3,1
26208,ncwiignep4,द्रुम,2,1
26209,ncwiignep4,द्रोह,5,0
26210,ncwiignep4,द्वार,3,1
26211,ncwiignep4,द्वारकंटक,3,1
26212,ncwiignep4,द्वारकण्टक,3,1
26213,ncwiignep4,द्वारा,3,1
26214,ncwiignep4,द्विज,3,1
26215,ncwiignep4,द्विजा,3,1
26216,ncwiignep4,द्विजाति,3,1
26217,ncwiignep4,द्विपक्ष,3,1
26218,ncwiignep4,द्विष,3,1
26219,ncwiignep4,द्वेष,5,0
26221,ncwiignep4,धर्मशाला,3,1
26223,ncwiignep4,धसकना,3,1
26224,ncwiignep4,धँसना,3,1
26225,ncwiignep4,धँसी,3,1
26226,ncwiignep4,धाम,5,0
26227,ncwiignep4,धाम,3,1
26228,ncwiignep4,धींगाधींगी,3,1
26229,ncwiignep4,धुन,3,1
26230,ncwiignep4,नक्का,3,1
26231,ncwiignep4,नख्ल,3,1
26232,ncwiignep4,नख़्ल,2,1
26233,ncwiignep4,नटखटपन,5,0
26234,ncwiignep4,नटखटी,5,0
26235,ncwiignep4,नभश्चर,3,1
26236,ncwiignep4,नभसंगम,3,1
26237,ncwiignep4,नरलोक,5,0
26239,ncwiignep4,नादान,4,0
26240,ncwiignep4,नादिर,2,1
26241,ncwiignep4,नाना,2,1
26242,ncwiignep4,नामदार,3,1
26243,ncwiignep4,नामवर,3,1
26246,ncwiignep4,नामी,3,1
26247,ncwiignep4,नामीगिरामी,3,1
26248,ncwiignep4,नालायक,5,0
26249,ncwiignep4,नासमझ,5,0
26250,ncwiignep4,निकल,5,0
26251,ncwiignep4,निजाअ,5,0
26252,ncwiignep4,निज़ाअ,5,0
26253,ncwiignep4,निपजी,5,0
26254,ncwiignep4,नियत,3,1
26255,ncwiignep4,नियम,3,1
26256,ncwiignep4,नियमित,3,1
26258,ncwiignep4,निरादर,3,1
26259,ncwiignep4,निराधि,3,1
26260,ncwiignep4,निरामय,3,1
26261,ncwiignep4,निराला,4,0
26262,ncwiignep4,निरोग,3,1
26263,ncwiignep4,निरोगी,3,1
26264,ncwiignep4,निर्दिष्ट,3,1
26266,ncwiignep4,निर्धन,3,1
26267,ncwiignep4,निर्धारित,3,1
26268,ncwiignep4,निर्बुद्धि,3,1
26270,ncwiignep4,निर्माण,5,0
26271,ncwiignep4,निर्मिति,5,0
26272,ncwiignep4,निर्मोक,2,1
26273,ncwiignep4,निर्व्याधि,3,1
26274,ncwiignep4,निशांत,4,0
26275,ncwiignep4,निशातिक्रम,4,0
26276,ncwiignep4,निशात्यय,4,0
26277,ncwiignep4,निशानी,4,0
26278,ncwiignep4,निशावसान,4,0
26279,ncwiignep4,निशुल्क,4,0
26280,ncwiignep4,निशोत्सर्ग,3,1
26281,ncwiignep4,निश्चित,3,1
26282,ncwiignep4,निश्शुल्क,3,1
26283,ncwiignep4,नीड़क,3,1
26284,ncwiignep4,नीड़ज,3,1
26285,ncwiignep4,नीरोग,3,1
26286,ncwiignep4,नुकता,5,0
26287,ncwiignep4,नुक़ता,5,0
26288,ncwiignep4,नुक्ता,5,0
26289,ncwiignep4,नुक्स,5,0
26290,ncwiignep4,नुक़्स,5,0
26291,ncwiignep4,नृलोक,5,0
26294,ncwiignep4,नेत्रगोलक,3,1
26295,ncwiignep4,नेत्रपिंड,3,1
26296,ncwiignep4,नेत्रपिण्ड,3,1
26297,ncwiignep4,न्यारा,3,1
26298,ncwiignep4,पक्षी,3,1
26299,ncwiignep4,पंखी,3,1
26300,ncwiignep4,पखेरू,3,1
26301,ncwiignep4,पंछी,3,1
26302,ncwiignep4,पट,3,1
26303,ncwiignep4,पणस्थि,3,1
26304,ncwiignep4,पत,3,1
26305,ncwiignep4,पतग,3,1
26306,ncwiignep4,पतंगम,3,1
26307,ncwiignep4,पतंगी,3,1
26308,ncwiignep4,पतत्रि,3,1
26309,ncwiignep4,पतन्,3,1
26310,ncwiignep4,पतम,3,1
26311,ncwiignep4,पतय,3,1
26312,ncwiignep4,पत्रती,3,1
26313,ncwiignep4,पत्ररथ,3,1
26314,ncwiignep4,पत्रवाह,3,1
26315,ncwiignep4,परंपरा,3,1
26316,ncwiignep4,परंपराओं,3,1
26317,ncwiignep4,परम्परा,3,1
26318,ncwiignep4,पराभव,3,1
26319,ncwiignep4,परिंदा,3,1
26320,ncwiignep4,परिन्दा,3,1
26321,ncwiignep4,परिपंथिक,3,1
26322,ncwiignep4,परिपंथी,3,1
26323,ncwiignep4,परिपन्थक,3,1
26324,ncwiignep4,परिपन्थिक,3,1
26325,ncwiignep4,परिपन्थी,3,1
26326,ncwiignep4,परिपाटी,3,1
26327,ncwiignep4,परिभाव,3,1
26328,ncwiignep4,परिभ्रमण,4,0
26329,ncwiignep4,परिवहन,4,0
26330,ncwiignep4,परीभाव,3,1
26331,ncwiignep4,पर्णवी,3,1
26332,ncwiignep4,पर्यटन,4,0
26333,ncwiignep4,पर्वरीण,3,1
26334,ncwiignep4,पलक्या,3,1
26335,ncwiignep4,पल्लवी,4,0
26336,ncwiignep4,पल्ला,3,1
26337,ncwiignep4,पहिचान,3,1
26338,ncwiignep4,पाखी,3,1
26339,ncwiignep4,पाँखी,3,1
26340,ncwiignep4,पांखी,3,1
26341,ncwiignep4,पादज,3,1
26342,ncwiignep4,पादप,3,1
26343,ncwiignep4,पानी,3,1
26344,ncwiignep4,पामर,2,1
26345,ncwiignep4,पारवहन,5,0
26346,ncwiignep4,पालक,3,1
26347,ncwiignep4,पालंक,3,1
26348,ncwiignep4,पालकियाँ,3,1
26349,ncwiignep4,पालकी,3,1
26350,ncwiignep4,पाष्मा,5,0
26351,ncwiignep4,पीनस,3,1
26352,ncwiignep4,पुखर,3,1
26353,ncwiignep4,पुनः,3,1
26354,ncwiignep4,पुलाकी,2,1
26355,ncwiignep4,पुष्कर,4,0
26356,ncwiignep4,पुष्करिणी,2,1
26359,ncwiignep4,पृथक,3,1
26360,ncwiignep4,पृथक्,4,0
26361,ncwiignep4,पृथिवीलोक,5,0
26363,ncwiignep4,पृथ्वीलोक,5,0
26364,ncwiignep4,पेड़,5,0
26366,ncwiignep4,पै,5,0
26367,ncwiignep4,पैदाइश,5,0
26368,ncwiignep4,पैदायश,5,0
26369,ncwiignep4,पैदावार,5,0
26370,ncwiignep4,पोखरा,3,1
26371,ncwiignep4,पोंगा,2,1
26372,ncwiignep4,प्रख्यात,3,1
26373,ncwiignep4,प्रतिकंचुक,3,1
26374,ncwiignep4,प्रतिकञ्चुक,3,1
26375,ncwiignep4,प्रतिद्वंद्वी,3,1
26376,ncwiignep4,प्रतिद्वन्द्वी,3,1
26377,ncwiignep4,प्रतिबंधक,4,0
26378,ncwiignep4,प्रतिबन्धक,2,1
26379,ncwiignep4,प्रतिभा,3,1
26380,ncwiignep4,प्रतिभान,3,1
26381,ncwiignep4,प्रतीति,3,1
26382,ncwiignep4,प्रत्याशा,3,1
26383,ncwiignep4,प्रत्युष,4,0
26384,ncwiignep4,प्रत्यूष,4,0
26385,ncwiignep4,प्रथा,3,1
26387,ncwiignep4,प्रदीप्ति,3,1
26388,ncwiignep4,प्रबंधित,3,1
26389,ncwiignep4,प्रभा,3,1
26391,ncwiignep4,प्रभात,4,0
26392,ncwiignep4,प्रवण,4,0
26393,ncwiignep4,प्रवृत्त,3,1
26394,ncwiignep4,प्रशस्त,3,1
26395,ncwiignep4,प्रसिद्ध,4,0
26396,ncwiignep4,प्रसूति,5,0
26398,ncwiignep4,प्रागल्भ्य,3,1
26399,ncwiignep4,प्रात,4,0
26400,ncwiignep4,प्रातः,3,1
26401,ncwiignep4,प्रातःकाल,4,0
26402,ncwiignep4,प्रादुर्भाव,5,0
26403,ncwiignep4,प्रोडक्ट,5,0
26404,ncwiignep4,प्लांट,3,1
26405,ncwiignep4,फकीर,3,1
26406,ncwiignep4,फ़क़ीर,3,1
26407,ncwiignep4,फगुआ,3,1
26408,ncwiignep4,फजर,4,0
26409,ncwiignep4,फ़जर,4,0
26410,ncwiignep4,फजीअत,3,1
26411,ncwiignep4,फ़ज़ीअत,3,1
26412,ncwiignep4,फजीहत,3,1
26413,ncwiignep4,फज्र,4,0
26414,ncwiignep4,फ़ज्र,4,0
26415,ncwiignep4,फतूर,5,0
26416,ncwiignep4,फ़तूर,5,0
26417,ncwiignep4,फसल,5,0
26418,ncwiignep4,फ़सल,5,0
26419,ncwiignep4,फिट,3,1
26420,ncwiignep4,फितूर,5,0
26421,ncwiignep4,फ़ितूर,5,0
26423,ncwiignep4,फिर,4,0
26424,ncwiignep4,फीचर,3,1
26425,ncwiignep4,फुतूर,5,0
26426,ncwiignep4,फ़ुतूर,5,0
26427,ncwiignep4,फैक्टरी,3,1
26428,ncwiignep4,फ़ैक्टरी,3,1
26429,ncwiignep4,फैक्ट्री,3,1
26430,ncwiignep4,फ़ैक्ट्री,3,1
26431,ncwiignep4,बकलोल,2,1
26432,ncwiignep4,बचपन,5,0
26433,ncwiignep4,बढ़िया,3,1
26434,ncwiignep4,बतलाना,3,1
26435,ncwiignep4,बताना,5,0
26436,ncwiignep4,बनात,4,0
26437,ncwiignep4,बनाना,5,0
26438,ncwiignep4,बन्नात,4,0
26439,ncwiignep4,बराट,3,1
26440,ncwiignep4,बरामदा,2,1
26441,ncwiignep4,बहाल,3,1
26442,ncwiignep4,बाँगड़ू,2,1
26443,ncwiignep4,बात,5,0
26444,ncwiignep4,बानात,4,0
26445,ncwiignep4,बालकपन,5,0
26446,ncwiignep4,बालपन,5,0
26447,ncwiignep4,बालावस्था,5,0
26448,ncwiignep4,बाल्यावस्था,5,0
26449,ncwiignep4,बावरा,3,1
26450,ncwiignep4,बावला,5,0
26451,ncwiignep4,बिगाड़,5,0
26454,ncwiignep4,बिलल्ला,2,1
26455,ncwiignep4,बीरो,4,0
26456,ncwiignep4,बुद्धिहीन,4,0
26457,ncwiignep4,बुद्धू,5,0
26458,ncwiignep4,बुध,2,1
26459,ncwiignep4,बुधंगड़,2,1
26460,ncwiignep4,बुराई,5,0
26463,ncwiignep4,बेअकल,2,1
26464,ncwiignep4,बेअक़ल,3,1
26465,ncwiignep4,बेअक्ल,4,0
26466,ncwiignep4,बेअक़्ल,4,0
26467,ncwiignep4,बेइज्जती,3,1
26468,ncwiignep4,बेकदरी,3,1
26469,ncwiignep4,बेक़दरी,3,1
26470,ncwiignep4,बेकद्री,3,1
26471,ncwiignep4,बेक़द्री,3,1
26472,ncwiignep4,बेजोड़,2,1
26473,ncwiignep4,बेनजीर,2,1
26474,ncwiignep4,बेनट,5,0
26475,ncwiignep4,बेनिमून,2,1
26476,ncwiignep4,बेमिसाल,4,0
26477,ncwiignep4,बेमेल,2,1
26478,ncwiignep4,बेर,4,0
26479,ncwiignep4,बेला,3,1
26480,ncwiignep4,बेवकूफ,5,0
26481,ncwiignep4,बेवकूफ़,5,0
26482,ncwiignep4,बेसमझ,4,0
26483,ncwiignep4,बैक्टीरिया,3,1
26484,ncwiignep4,बैठक,4,0
26485,ncwiignep4,बैठना,5,0
26486,ncwiignep4,बैर,5,0
26487,ncwiignep4,बैरी,3,1
26488,ncwiignep4,बोझ,4,0
26489,ncwiignep4,बोझा,3,1
26490,ncwiignep4,बोदा,3,1
26491,ncwiignep4,बोद्दा,3,1
26492,ncwiignep4,बोधातीत,3,1
26494,ncwiignep4,बोबा,3,1
26495,ncwiignep4,ब्रम्हांड,5,0
26496,ncwiignep4,ब्रम्हाण्ड,5,0
26497,ncwiignep4,ब्रह्मांड,5,0
26498,ncwiignep4,ब्रह्माण्ड,5,0
26499,ncwiignep4,ब्रेन,3,1
26500,ncwiignep4,भकुआ,2,1
26501,ncwiignep4,भकुवा,3,1
26502,ncwiignep4,भद्द,3,1
26503,ncwiignep4,भरोसा,3,1
26505,ncwiignep4,भव,5,0
26508,ncwiignep4,भार,3,1
26509,ncwiignep4,भास,3,1
26512,ncwiignep4,भिन्न,3,1
26513,ncwiignep4,भीन,4,0
26514,ncwiignep4,भुच्च,2,1
26515,ncwiignep4,भुच्चड़,2,1
26516,ncwiignep4,भुवन,5,0
26518,ncwiignep4,भूमंडलीय,5,0
26519,ncwiignep4,भूमिजात,2,1
26520,ncwiignep4,भूल,3,1
26521,ncwiignep4,भूलोक,5,0
26523,ncwiignep4,भोगविलास,3,1
26524,ncwiignep4,भोंदू,2,1
26525,ncwiignep4,भोर,4,0
26526,ncwiignep4,मगज,3,1
26527,ncwiignep4,मगरूरी,3,1
26528,ncwiignep4,मतिहीन,3,1
26529,ncwiignep4,मद,3,1
26530,ncwiignep4,मंद,5,0
26531,ncwiignep4,मधुरा,3,1
26532,ncwiignep4,मधुसूदनी,3,1
26535,ncwiignep4,मनमुटाव,5,0
26536,ncwiignep4,मनमोटाव,5,0
26537,ncwiignep4,मनुजलोक,5,0
26538,ncwiignep4,मनुष्यलोक,5,0
26539,ncwiignep4,मनोमालिन्य,5,0
26540,ncwiignep4,मन्द,4,0
26541,ncwiignep4,मरकरी,2,1
26542,ncwiignep4,मरक्युरी,3,1
26545,ncwiignep4,मर्त्य,5,0
26546,ncwiignep4,मर्त्यलोक,5,0
26547,ncwiignep4,मलबा,3,1
26548,ncwiignep4,मलबे,3,1
26549,ncwiignep4,मसकीन,3,1
26550,ncwiignep4,मस्तिष्क,3,1
26551,ncwiignep4,मस्ती,5,0
26553,ncwiignep4,मस्तीखोरी,5,0
